fiscal_year,grant_id,provider_name,provider_name_latest,responses_total,q1_1,q1_2,q1_3,q1_4,q1_5,top_2_count,top_2_pct
2016,14-IN-199,Lafayette Transitional Housing Center  Inc.,Lafayette Transitional Housing Center Inc,6,0,0,2,1,3,4,66.7
2016,14-IN-200,InteCare  Inc.,InteCare Inc,4,0,0,0,0,4,4,100.0
2016,14-KS-322,Catholic Charities  Inc. (Diocese of Wichita),Catholic Charities Inc. (Diocese of Wichita),2,0,0,0,1,1,2,100.0
2016,14-KY-204,Kentucky River Foothills Development Council  Inc.,Kentucky River Foothills Development Council Inc.,9,0,0,0,2,7,9,100.0
2016,14-LA-205,Hope Center  Inc.,Hope Center Inc.,5,0,0,1,2,2,4,80.0
2016,14-LA-207,Elle Foundation,Elle Foundation,8,0,1,3,1,3,4,50.0
2016,14-LA-208,Start Corporation,Start Corporation,1,0,0,0,0,1,1,100.0
2016,14-MA-209,Veterans Northeast Outreach Center  Inc.,Veterans Northeast Outreach Center Inc,21,2,2,1,7,9,16,76.2
2016,14-MA-210,Lynn Housing Authority Development Group  Inc.,"Lynn Housing Authority Development Group, Inc.",10,0,1,0,1,8,9,90.0
2016,14-MA-211,Vietnam Veterans Workshop Inc.,Vietnam Veterans Workshop Inc.,5,0,2,1,1,1,2,40.0
2016,14-MD-214,Project PLASE  Inc.,Project PLASE Inc,11,3,4,0,2,2,4,36.4
2016,14-MD-215,New Vision House of Hope  Inc.,New Vision House of Hope Inc,6,0,0,1,3,2,5,83.3
2016,14-MD-216,Diakonia Inc.,Diakonia Inc.,3,1,0,0,0,2,2,66.7
2016,14-MD-217,St. James A.M.E. Zion Church-Zion House,St. James A.M.E. Zion Church-Zion House,5,0,0,0,2,3,5,100.0
2016,14-MI-218,Bluewater Center for Independent Living,Blue Water Center For Independent Living Inc.,4,2,0,0,0,2,2,50.0
2016,14-MI-219,Training,Training & Treatment Innovations Inc.,8,1,1,1,4,1,5,62.5
2016,14-MI-220,Community Action Agency,Community Action Agency,3,0,1,1,1,0,1,33.3
2016,14-MI-221,Oakland Livingston Human Services Agency,Oakland Livingston Human Services Agency,2,0,0,0,2,0,2,100.0
2016,14-MI-222,Mid Michigan Community Action Agency  Inc.,Mid Michigan Community Action Agency Inc.,5,0,1,1,2,1,3,60.0
2016,14-MI-223,Community Rebuilders,Community Rebuilders,1,0,0,0,0,1,1,100.0
2016,14-MI-224,Housing Services for Eaton County,Housing Services for Eaton County,1,0,0,0,1,0,1,100.0
2016,14-MI-226,Volunteers of America Michigan,Volunteers of America Michigan Inc.,7,0,2,1,2,2,4,57.1
2016,14-MN-227,Tri-County Action Program  Inc.,Tri-County Action Program Inc.,1,0,0,1,0,0,0,0.0
2016,14-MO-228,The Kitchen  Inc.,The Kitchen Inc,1,1,0,0,0,0,0,0.0
2016,14-MO-229,Phoenix Programs  Inc.,Phoenix Programs Inc.,2,0,0,0,0,2,2,100.0
2016,14-MS-231,Mississippi United to End Homelessness  Inc.,Mississippi United to End Homelessness Inc.,15,0,1,2,3,9,12,80.0
2016,14-MS-233,Soldier On of Delaware  Inc.,Soldier On of Delaware Inc.,3,0,0,0,0,3,3,100.0
2016,14-MS-234,Catholic Charities  Inc. (Diocese of Jackson),Catholic Charities Inc  (Diocese of Jackson),4,0,0,2,1,1,2,50.0
2016,14-NC-235,Family Endeavors  Inc.,Family Endeavors  Inc.,16,1,1,2,7,5,12,75.0
2016,14-NC-236,Community Link Programs of Travelers Aid Society of Central Carolinas  Inc.,Community Link Programs of Travelers Aid Society of Central Carolinas Inc.,8,1,1,2,1,3,4,50.0
2016,14-NE-239,Blue Valley Community Action  Inc.,"Blue Valley Community Action, Inc.",3,0,0,0,2,1,3,100.0
2016,14-NH-240,Southwestern Community Services  Inc.,Southwestern Community Services Inc.,2,0,0,0,1,1,2,100.0
2016,14-NJ-242,Catholic Family and Community Service,Catholic Family and Community Service,14,1,1,3,1,8,9,64.3
2016,14-NJ-243,North Hudson Community Action Corporation,North Hudson Community Action Corporation,5,0,0,0,2,3,5,100.0
2016,14-NM-246,New Mexico Veterans Integration Centers,New Mexico Veterans Integration Centers,12,1,0,3,0,8,8,66.7
2016,14-NM-247,Mesilla Valley Community of Hope,Mesilla Valley Community of Hope,3,0,0,0,1,2,3,100.0
2016,14-NY-250,The Jericho Project,The Jericho Project,4,0,0,0,0,4,4,100.0
2016,14-NY-251,Saratoga County Rural Preservation Company  Inc.,Veterans and Community Housing Coalition ,4,0,0,0,0,4,4,100.0
2016,14-NY-254,Economic Opportunity Council of Suffolk  Inc.,Economic Opportunity Council of Suffolk Inc,7,0,0,3,0,4,4,57.1
2016,14-NY-256,Albany Housing Coalition  Inc.,Albany Housing Coalition Inc,4,0,1,0,1,2,3,75.0
2016,14-NY-259,Volunteers of America-Greater New York  Inc.,Volunteers of America-Greater New York Inc,10,0,0,0,3,7,10,100.0
2016,14-OH-260,St. Vincent de Paul Social Services  Inc.,St. Vincent de Paul Social Services Inc.,6,1,1,1,3,0,3,50.0
2016,14-OH-261,Licking County Coalition for Housing,Licking County Coalition for Housing,3,1,0,0,0,2,2,66.7
2016,14-OH-262,Family & Community Services  Inc.,Family & Community Services Inc,3,0,0,0,1,2,3,100.0
2016,14-OH-263,Talbert House  Inc.,"Talbert House, Inc.",1,0,0,0,0,1,1,100.0
2016,14-OH-264,Community Action Agency of Columbiana County  Inc.,Community Action Agency of Columbiana County Inc,1,0,0,0,1,0,1,100.0
2016,14-OH-265,Community Action Program Corporation of Washington-Morgan Counties  Ohio,Community Action Program Corporation of Washington-Morgan Counties Ohio,3,0,0,0,1,2,3,100.0
2016,14-OH-266,Faith Mission  Inc.,Faith Mission Inc.,1,0,0,0,0,1,1,100.0
2016,14-OH-267,Community Support Services  Inc.,Community Support Services Inc,3,0,0,0,0,3,3,100.0
2016,14-OH-268,"Salvation Army, a New York Corporation",The Salvation Army a New York Corporation,3,0,0,1,1,1,2,66.7
2016,14-OH-269,Volunteers of America of Greater Ohio,Volunteers of America of Greater Ohio,10,3,1,3,0,3,3,30.0
2016,14-OK-270,KI BOIS Community Action Foundation Inc.,KI BOIS Community Action Foundation Inc,15,0,0,0,5,10,15,100.0
2016,14-OK-271,Goodwill Industries of Central Oklahoma  Inc.,Goodwill Industries of Central Oklahoma Inc,9,0,0,0,3,6,9,100.0
2016,14-OR-272,Easter Seals Oregon,Easter Seals Oregon,4,0,0,2,2,0,2,50.0
2016,14-PA-273,YWCA of Greater Harrisburg,YWCA of Greater Harrisburg,5,1,0,1,1,2,3,60.0
2016,14-PA-274,Utility Emergency Services Fund,Utility Emergency Services Fund,9,0,0,1,2,6,8,88.9
2016,14-PA-276,Community Action Agency of Delaware County  Inc.,Community Action Agency of Delaware County Inc.,4,0,0,0,1,3,4,100.0
2016,14-PA-277,Lawrence County Social Services  Inc.,Lawrence County Social Services Inc.,10,0,2,0,3,5,8,80.0
2016,14-PA-279,Community Hope  Inc.,Community Hope Inc.,4,0,0,0,1,3,4,100.0
2016,14-PA-280,Soldier On of Delaware  Inc.,Soldier On of Delaware Inc.,4,0,0,1,1,2,3,75.0
2016,14-PA-281,Catholic Charities of the Diocese of Allentown,Catholic Charities of the Diocese of Allentown,1,0,0,0,1,0,1,100.0
2016,14-PA-282,Volunteers of America of Pennsylvania  Inc.,Volunteers of America of Pennsylvania Inc.,5,1,0,2,0,2,2,40.0
2016,14-TN-283,Memphis Area Legal Services  Inc.,Memphis Area Legal Services Inc.,10,3,3,1,1,2,3,30.0
2016,14-TN-284,Volunteer Behavioral Health Care System,Volunteer Behavioral Health Care System,2,0,0,0,0,2,2,100.0
2016,14-TN-285,Operation Stand Down Tennessee,Operation Stand Down Tennessee,9,2,1,1,2,3,5,55.6
2016,14-TN-287,Catholic Charities  Inc. (dba Catholic Charities of the Diocese of Memphis  Inc.),Catholic Charities Inc (dba Catholic Charities of the Diocese of Memphis Inc),2,0,1,0,1,0,1,50.0
2016,14-TX-288,United States Veterans Initiative,United States Veterans Initiative,13,0,0,0,5,8,13,100.0
2016,14-TX-290,Neighborhood Centers Inc.,Neighborhood Centers Inc.,20,0,3,11,2,4,6,30.0
2016,14-TX-292,American GI Forum National Veterans Outreach Program  Inc.,American GI Forum National Veterans Outreach Program Inc.,26,1,3,8,3,11,14,53.8
2016,14-TX-293,Sabine Valley Regional Mental Health Mental Retardation Center,Sabine Valley Regional Mental Health Mental Retardation Center,2,1,0,1,0,0,0,0.0
2016,14-VA-294,Total Action Against Poverty In Roanoke Valley,Total Action Against Poverty In Roanoke Valley,6,1,0,1,4,0,4,66.7
2016,14-VA-296,Office of Human Affairs  Inc.,Hampton Roads Community Action Program Inc.,4,0,0,0,0,4,4,100.0
2016,14-VA-297,Virginia Beach Community Development Corporation,Virginia Beach Community Development Corporation,15,2,2,3,2,6,8,53.3
2016,14-VA-298,Southeastern Tidewater Opportunity Project of Hampton Roads,STOP Incorporated,2,0,0,2,0,0,0,0.0
2016,14-VI-299,The Methodist Training and Outreach Center  Inc.,The Methodist Training and Outreach Center Inc.,3,1,0,0,1,1,2,66.7
2016,14-WA-300,Metropolitan Development Council,Metropolitan Development Council,6,0,0,0,1,5,6,100.0
2016,14-WI-302,Indianhead Community Action Agency,Indianhead Community Action Agency,5,0,0,0,2,3,5,100.0
2016,14-WV-303,The Greater Wheeling Coalition for the Homeless  Inc.,The Greater Wheeling Coalition for the Homeless Inc.,5,2,0,0,1,2,3,60.0
2016,14-WV-304,Helping Heroes  Inc.,Helping Heroes Inc.,1,0,0,0,0,1,1,100.0
2016,14-WV-305,West Virginia Community Action Partnerships,West Virginia Community Action Partnerships Inc,10,0,1,2,0,7,7,70.0
2016,14-ZZ-153,United Way of Central Alabama,United Way of Central Alabama,17,0,5,2,6,4,10,58.8
2016,14-ZZ-301,Goodwill Industries of the Inland Northwest,Goodwill Industries of The Inland Northwest,13,3,1,1,2,6,8,61.5
2016,14-ZZ-308,Transitional Living Services  Inc.,Transitional Living Services Inc,5,0,0,0,4,1,5,100.0
2016,14-ZZ-311,Together  Inc. of Metropolitan Omaha,"Together, Inc. of Metropolitan Omaha",1,0,0,0,0,1,1,100.0
2016,14-ZZ-313,Housing Counseling Services,Housing Counseling Services Inc,13,0,0,2,2,9,11,84.6
2016,14-ZZ-314,United States Veterans Initiative (dba U.S. VETS),United States Veterans Initiative,2,0,0,1,0,1,1,50.0
2016,14-ZZ-317,Homeless Veterans Fellowship,Homeless Veterans Fellowship,9,0,0,0,1,8,9,100.0
2016,14-ZZ-319,Community Action Partnership,Community Action Partnership,9,1,0,0,3,5,8,88.9
2016,14-ZZ-321,Community Action Partnership,Community Action Partnership,16,1,2,4,6,3,9,56.3
2016,15-CA-091,Swords to Plowshares Veterans Rights Organization,Swords to Plowshares Veterans Rights Organization,3,0,0,1,0,2,2,66.7
2016,15-GA-325,Volunteers of America Southeast  Inc.,Volunteers of America Southeast Inc,2,0,0,1,1,0,1,50.0
2016,15-GU-326,WestCare Pacific Islands  Inc.,WestCare Pacific Islands Inc,6,2,0,3,1,0,1,16.7
2016,15-IA-192,Hawkeye Area Community Action Program  Inc.,Hawkeye Area Community Action Program Inc,12,1,0,2,5,4,9,75.0
2016,15-IN-201,Volunteers of America of Indiana  Inc.,Volunteers of America of Indiana Inc,2,0,0,0,0,2,2,100.0
2016,15-MI-328,Alger Marquette Community Action Board,Alger Marquette Community Action Board,5,0,0,1,1,3,4,80.0
2016,15-MO-330,Catholic Charities of Southern Missouri  Inc.,Catholic Charities of Southern Missouri Inc,4,1,0,1,2,0,2,50.0
2016,15-MS-331,PTEH  Inc.,PTEH  Inc.,3,1,0,0,0,2,2,66.7
2016,15-NY-252,Black Veterans for Social Justice  Inc.,"Black Veterans for Social Justice, Inc.",5,1,2,1,1,0,1,20.0
2016,15-OH-333,Lutheran Social Services of Central Ohio,Lutheran Social Services of Central Ohio,4,0,0,1,1,2,3,75.0
2016,15-PA-068,Commission on Economic Opportunity,Commission on Economic Opportunity,3,1,0,0,1,1,2,66.7
2016,15-PA-334,Veterans Multi-Service & Education Center  Inc.,Veterans Multi-Service Center Inc.,7,0,0,0,1,6,7,100.0
2016,15-TX-141,West Central Texas Regional Foundation,West Central Texas Regional Foundation,13,1,1,1,3,7,10,76.9
2016,15-UT-336,The Road Home,The Road Home,16,2,1,1,4,8,12,75.0
2016,15-WA-338,HopeSource,HopeSource,12,2,1,2,4,3,7,58.3
2016,15-ZZ-127,Transition Projects  Inc.,Transition Projects Inc.,5,0,0,0,4,1,5,100.0
2016,15-ZZ-340,Chautauqua Opportunities  Inc.,Chautauqua Opportunities Inc.,3,0,0,0,0,3,3,100.0
2016,16-CA-005,Mental Health America of Los Angeles,Mental Health America of Los Angeles,9,0,0,1,1,7,8,88.9
2016,16-CA-008,United States Veterans Initiative,United States Veterans Initiative,12,1,0,3,5,3,8,66.7
2016,16-CA-009,Vietnam Veterans of California  Inc. (Sacramento Veterans Resource),Vietnam Veterans of California Inc. (Sacramento Veterans Resource),15,3,3,2,2,5,7,46.7
2016,16-FL-099,Society of St. Vincent de Paul  South Pinellas  Inc.,Society of St Vincent de Paul South Pinellas Inc,11,0,1,2,3,5,8,72.7
2016,16-MO-048,St. Patrick Center,St Patrick Center,24,0,0,2,8,14,22,91.7
2016,16-NC-237,Volunteers of America of the Carolinas  Inc.,"Volunteers of America of the Carolinas, Inc.",25,3,1,6,8,7,15,60.0
2016,16-NE-341,Central Nebraska Community Services,Central Nebraska Community Services,6,0,0,2,2,2,4,66.7
2016,16-NJ-054,Community Hope  Inc.,Community Hope Inc,7,0,2,2,1,2,3,42.9
2016,16-NY-057,Veterans Outreach Center  Inc.,"Veterans Outreach Center, Inc.",32,1,1,6,12,12,24,75.0
2016,16-NY-062,"Services for the UnderServed, Inc.","Services for the UnderServed, Inc.",10,0,0,0,2,8,10,100.0
2016,16-TX-074,Family Endeavors  Inc.,Family Endeavors Inc.,33,8,4,4,12,5,17,51.5
2016,16-WY-342,Volunteers of America Northern Rockies,Volunteers of America Northern Rockies,27,2,3,2,5,15,20,74.1
2016,16-ZZ-036,Salvation Army  an Illinois Corporation,Salvation Army an Illinois Corporation,12,1,1,1,2,7,9,75.0
2016,16-ZZ-037,"Volunteers of America Mid-States, Inc.",Volunteers of America Mid-States Inc,7,1,1,3,0,2,2,28.6
2016,16-ZZ-058,Soldier On  Inc.,Soldier On Inc,1,0,0,0,0,1,1,100.0
2016,16-ZZ-278,Veterans Multi-Service,Veterans Multi-Service Center Inc.,6,1,4,0,1,0,1,16.7
2016,C15-CA-500A,HomeFirst Services of Santa Clara County (formerly EHC LifeBuilders),HomeFirst Services of Santa Clara County (formerly EHC LifeBuilders),4,0,0,1,2,1,3,75.0
2016,C15-CA-501A,Swords to Plowshares Veterans Rights Organization,Swords to Plowshares Veterans Rights Organization,1,0,1,0,0,0,0,0.0
2016,C15-CA-506A,Housing Resource Center of Monterey County,Housing Resource Center of Monterey County,4,0,0,1,1,2,3,75.0
2016,C15-CA-514B,WestCare California  Inc.,"WestCare California, Inc.",16,1,2,3,6,4,10,62.5
2016,C15-CA-601A,Vietnam Veterans of San Diego,Vietnam Veterans of San Diego,25,4,3,5,2,11,13,52.0
2016,C15-CA-602B,Volunteers of America of Los Angeles  Inc.,Volunteers of America of Los Angeles Inc,2,0,0,0,0,2,2,100.0
2016,C15-CA-604A,California Veterans Assistance Foundation  Inc.,California Veterans Assistance Foundation Inc.,2,0,1,1,0,0,0,0.0
2016,C15-CA-606A,United States Veterans Initiative,United States Veterans Initiative (U.S.VETS-Long Beach),1,0,0,0,1,0,1,100.0
2016,C15-CA-608A,United States Veterans Initiative,United States Veterans Initiative,3,0,1,0,0,2,2,66.7
2016,C15-CA-608B,Lighthouse Treatment Center,Lighthouse Treatment Center,4,3,0,1,0,0,0,0.0
2016,C15-CA-609A,United States Veterans Initiative,United States Veterans Initiative,5,1,0,2,1,1,2,40.0
2016,C15-CA-614A,Community Action Partnership of San Luis Obispo County  Inc.,"Community Action Partnership of San Luis Obispo County, Inc.",2,0,0,0,1,1,2,100.0
2016,C15-CO-503A,"Volunteers of America Colorado Branch, Inc.","Volunteers of America Colorado Branch, Inc.",12,1,0,2,4,5,9,75.0
2016,C15-CO-504A,Rocky Mountain Human Services (dba Denver Options  Inc.),Denver Options Inc. dba Rocky Mountain Human Services,10,1,0,1,5,3,8,80.0
2016,C15-FL-501B,Tampa CrossRoads,Tampa CrossRoads,11,1,1,2,3,4,7,63.6
2016,C15-FL-502A,Society of St. Vincent de Paul  South Pinellas  Inc.,Society of St Vincent de Paul South Pinellas Inc,25,0,0,1,11,13,24,96.0
2016,C15-FL-504A,Salvation Army  a Georgia Corporation,Salvation Army  a Georgia Corporation,1,1,0,0,0,0,0,0.0
2016,C15-FL-513A,Volunteers of America of Florida  Inc.,"Volunteers of America of Florida, Inc.",3,0,0,1,1,1,2,66.7
2016,C15-FL-600A,Carrfour Supportive Housing  Inc.,"Carrfour Supportive Housing, Inc.",31,1,1,1,9,19,28,90.3
2016,C15-GA-500A,Project Community Connections  Inc.,"Project Community Connections, Inc.",6,0,0,0,2,4,6,100.0
2016,C15-GA-500B,Travelers Aid of Metropolitan Atlanta  Inc.,Travelers Aid of Metropolitan Atlanta Inc.,7,0,1,1,2,3,5,71.4
2016,C15-GA-508A,Project Community Connections  Inc.,"Project Community Connections, Inc.",5,0,0,1,0,4,4,80.0
2016,C15-GA-508B,Travelers Aid of Metropolitan Atlanta  Inc.,"Travelers Aid of Metropolitan Atlanta, Inc.",3,0,1,1,1,0,1,33.3
2016,C15-HI-501A,United States Veterans Initiative,United States Veterans Initiative,3,1,0,0,1,1,2,66.7
2016,C15-IL-511A,Catholic Charities of the Archdiocese of Chicago,Catholic Charities of the Archdiocese of Chicago,6,0,0,1,2,3,5,83.3
2016,C15-IN-503A,United Way of Central Indiana  Inc.,"United Way of Central Indiana, Inc.",5,1,0,0,3,1,4,80.0
2016,C15-KS-501A,ReStart  Inc.,ReStart  Inc.,18,0,0,3,5,10,15,83.3
2016,C15-KS-501B,Salvation Army  an Illinois Corporation,"Salvation Army, an Illinois Corporation",1,0,0,0,0,1,1,100.0
2016,C15-KY-501A,Volunteers of America Mid-States  Inc.,"Volunteers of America Mid-States, Inc.",6,1,1,1,0,3,3,50.0
2016,C15-MA-500A,New England Center and Home for Veterans,Vietnam Veterans Workshop Inc.,4,0,0,0,1,3,4,100.0
2016,C15-MA-506A,Veterans  Inc.,Veterans Inc.,6,0,0,2,1,3,4,66.7
2016,C15-MI-501A,Volunteers of America Michigan,Volunteers of America Michigan Inc.,2,0,0,0,0,2,2,100.0
2016,C15-MO-604A,Salvation Army  an Illinois Corporation,"Salvation Army, an Illinois Corporation",7,0,0,2,2,3,5,71.4
2016,C15-MO-604B,ReStart  Inc.,"ReStart, Inc.",9,1,0,0,3,5,8,88.9
2016,C15-NC-501A,Homeward Bound of Western North Carolina,Homeward Bound of Western North Carolina,14,0,1,0,2,11,13,92.9
2016,C15-NC-507A,Volunteers of America of the Carolinas  Inc.,Volunteers of America of the Carolinas Inc.,8,0,0,1,1,6,7,87.5
2016,C15-NC-511B,Family Endeavors  Inc.,Family Endeavors Inc.,8,2,1,2,2,1,3,37.5
2016,C15-NV-500B,U.S.VETS  Las Vegas,United States Veterans Initiative,4,0,0,0,4,0,4,100.0
2016,C15-NY-600A,Services for the UnderServed  Inc.,"Services for the UnderServed, Inc.",9,3,1,2,3,0,3,33.3
2016,C15-NY-600B,HELP Social Service Corporation,HELP Social Service Corporation,5,0,0,0,2,3,5,100.0
2016,C15-NY-603A,Services for the UnderServed  Inc.,"Services for the UnderServed, Inc.",10,0,2,2,1,5,6,60.0
2016,C15-OH-500B,Talbert House  Inc.,Talbert House Inc.,6,0,1,0,5,0,5,83.3
2016,C15-OH-502B,Volunteers of America of Greater Ohio,Volunteers of America of Greater Ohio,9,2,1,0,4,2,6,66.7
2016,C15-OH-505A,Volunteers of America of Greater Ohio,Volunteers of America of Greater Ohio,1,0,0,0,0,1,1,100.0
2016,C15-OR-500A,St. Vincent de Paul Society of Lane County  Inc.,St. Vincent de Paul Society of Lane County Inc.,22,0,0,2,5,15,20,90.9
2016,C15-OR-501A,Transition Projects  Inc.,"Transition Projects, Inc.",3,0,0,0,1,2,3,100.0
2016,C15-PA-500A,Impact Services Corporation,Impact Services Corporation,4,1,0,0,3,0,3,75.0
2016,C15-PR-503A,Casa del Peregrino Aguadilla  Inc.,"Casa del Peregrino Aguadilla, Inc.",1,0,0,0,0,1,1,100.0
2016,C15-SC-503A,Eastern Carolina Homeless Organization  Inc.,"Eastern Carolina Homeless Organization, Inc.",8,1,1,3,2,1,3,37.5
2016,C15-TN-504A,Centerstone of Tennessee  Inc.,Centerstone of Tennessee Inc.,2,0,0,0,1,1,2,100.0
2016,C15-TX-601A,Family Endeavors   Inc.,Family Endeavors Inc.,7,0,1,3,3,0,3,42.9
2016,C15-TX-603A,American GI Forum National Veterans Outreach Program  Inc.,"American GI Forum National Veterans Outreach Program, Inc.",10,1,0,0,1,8,9,90.0
2016,C15-WA-500A,Community Psychiatric Clinic,Community Psychiatric Clinic,8,0,0,1,2,5,7,87.5
2016,C15-WA-502A,Goodwill Industries of the Inland Northwest,Goodwill Industries of the Inland Northwest,13,1,1,1,3,7,10,76.9
2016,C15-WA-503A,Catholic Community Services of Western Washington,Catholic Community Services of Western Washington,7,0,1,1,3,2,5,71.4
2016,C15-WA-503B,Metropolitan Development Council,Metropolitan Development Council,5,0,0,0,0,5,5,100.0
2016,C15-WI-501A,Center for Veterans Issues  Ltd.,Center for Veterans Issues Ltd.,1,0,0,0,0,1,1,100.0
2016,C2015-CA-500B,Sunnyvale Community Services,Sunnyvale Community Services,1,0,0,0,0,1,1,100.0
2016,C2015-CA-504A,Vietnam Veterans of California  Inc. (Sacramento Veterans Resource),"Vietnam Veterans of California, Inc. (Sacramento Veterans Resource)",15,0,0,4,7,4,11,73.3
2016,C2015-CA-508A,Vietnam Veterans of California  Inc. (Sacramento Veterans Resource),"Vietnam Veterans of California, Inc. (Sacramento Veterans Resource)",1,0,0,0,0,1,1,100.0
2016,C2015-CA-600A,"Volunteers of America of Los Angeles, Inc.",Volunteers of America of Los Angeles Inc.,7,2,0,1,1,3,4,57.1
2016,C2015-CA-600B,New Directions  Inc.,"New Directions, Inc.",3,0,0,1,2,0,2,66.7
2016,C2015-CA-600E,Mental Health America of Los Angeles,Mental Health America of Los Angeles,2,0,0,0,0,2,2,100.0
